order_id,order_date,customer_name,city,state,category,product,quantity,sales,discount
ORD01101,2025-12-17,Pooja Gupta,Mumbai,Maharashtra,Grocery,Sugar,5,44165.02,0.2
ORD00480,2025-03-27,Rahul Kumar,Bengaluru,Karnataka,Furniture,Office Chair,7,37874.4,0.1
ORD01424,2025-04-14,Sneha Singh,Pune,Maharashtra,Clothing,Shoes,8,50993.96,0.1
ORD01076,2025-10-27,Nikhil Yadav,Chennai,Tamil Nadu,Furniture,Office Chair,5,65495.65,0.2
ORD00571,2025-05-16,Priya Patel,Ahmedabad,Gujarat,Furniture,Table,3,46835.08,0.2
ORD00619,2025-02-22,Rahul Sharma,Mumbai,Maharashtra,Furniture,Bookshelf,2,15990.22,0.15
ORD01898,2025-12-05,Vikas Kumar,Delhi,Delhi,Clothing,Shoes,2,31788.34,0.1
ORD01266,2025-06-04,Kavita Gupta,Ahmedabad,Gujarat,Furniture,Sofa,3,67010.54,0.25
ORD00079,2025-02-08,Kavita Verma,Bengaluru,Karnataka,Grocery,Tea,7,70624.93,0.05
ORD01912,2025-12-22,Anjali Sharma,Jaipur,Rajasthan,Stationery,Marker,7,1785.19,0.2
ORD00033,2025-03-22,Amit Sharma,Patna,Bihar,Electronics,Monitor,8,37838.07,0.2
ORD01538,2025-11-06,Rohit Yadav,Mumbai,Maharashtra,Grocery,Sugar,7,24929.47,0.2
ORD01034,2025-07-22,Sneha Sharma,Patna,Bihar,Furniture,Table,10,5477.66,0.0
ORD01563,2025-09-15,Suresh Gupta,Bhopal,Madhya Pradesh,Stationery,Marker,5,15756.66,0.25
ORD00352,2025-08-23,Kavita Yadav,Bengaluru,Karnataka,Electronics,Headphones,4,40436.24,0.05
ORD00164,2025-03-22,Anjali Gupta,Bhopal,Madhya Pradesh,Grocery,Cooking Oil,7,31632.48,0.1
ORD00204,2025-08-29,Amit Das,Lucknow,Uttar Pradesh,Grocery,Sugar,9,41672.86,0.15
ORD01054,2025-02-03,Manish Singh,Delhi,Delhi,Electronics,Laptop,7,23667.64,0.25
ORD01365,2025-06-24,Neha Patel,Hyderabad,Telangana,Furniture,Sofa,6,14296.83,0.0
ORD01967,2025-09-26,Pooja Patel,Lucknow,Uttar Pradesh,Stationery,File Folder,9,40724.8,0.15
ORD00496,2025-03-23,Rahul Das,Kolkata,West Bengal,Furniture,Office Chair,3,52288.7,0.0
ORD01625,2025-03-14,Nikhil Verma,Ahmedabad,Gujarat,Electronics,Mobile Phone,6,31113.76,0.1
ORD01966,2025-01-01,Rohit Yadav,Mumbai,Maharashtra,Grocery,Rice,2,73718.51,0.05
ORD01963,2025-09-16,Nikhil Kumar,Chennai,Unknown,Furniture,Bookshelf,9,61044.61,0.2
ORD00611,2025-08-19,Sneha Patel,Patna,Bihar,Furniture,Bookshelf,8,62963.14,0.0
ORD00433,2025-03-22,Amit Sharma,Bhopal,Unknown,Electronics,Keyboard,3,45646.99,0.15
ORD01492,2025-09-24,Priya Yadav,Chennai,Tamil Nadu,Furniture,Bookshelf,10,32131.07,0.15
ORD00219,2025-11-10,Rohit Yadav,Lucknow,Uttar Pradesh,Electronics,Headphones,5,52876.83,0.05
ORD01931,2025-06-21,Suresh Das,Pune,Maharashtra,Grocery,Cooking Oil,6,72932.47,0.05
ORD01466,2025-07-04,Anjali Das,Delhi,Delhi,Stationery,Marker,3,2095.92,0.2
ORD00631,2025-09-09,Neha Patel,Delhi,Delhi,Stationery,Calculator,8,20592.03,0.2
ORD01382,2025-03-17,Manish Sharma,Patna,Bihar,Grocery,Biscuits,4,39513.87,0.05
ORD01302,2025-08-27,Pooja Yadav,Delhi,Delhi,Furniture,Sofa,8,50269.0,0.1
ORD00060,2025-11-09,Riya Sharma,Pune,Maharashtra,Furniture,Office Chair,1,18551.98,0.15
ORD00299,2025-06-22,Rohit Yadav,Ahmedabad,Gujarat,Furniture,Sofa,9,49181.95,0.25
ORD01711,2025-02-06,Neha Gupta,Hyderabad,Telangana,Stationery,File Folder,10,14704.5,0.1
ORD00074,2025-05-10,Riya Sharma,Jaipur,Rajasthan,Clothing,Jacket,7,21049.68,0.15
ORD00163,2025-11-21,Amit Sharma,Mumbai,Maharashtra,Furniture,Table,7,5451.51,0.25
ORD01275,2025-03-12,Rahul Singh,Lucknow,Uttar Pradesh,Stationery,Pen Set,4,62129.68,0.0
ORD01594,2025-09-26,Kavita Yadav,Kolkata,West Bengal,Clothing,Jacket,8,51752.15,0.05
ORD01434,2025-12-06,Nikhil Kumar,Patna,Bihar,Furniture,Desk,9,61302.99,0.1
ORD01613,2025-07-24,Rohit Kumar,Jaipur,Rajasthan,Stationery,Marker,8,11983.34,0.05
ORD00592,2025-06-24,Rahul Gupta,Kolkata,West Bengal,Grocery,Rice,10,5660.85,0.1
ORD00317,2025-05-07,Sneha Sharma,Hyderabad,Telangana,Grocery,Tea,2,57969.51,0.1
ORD00046,2025-11-14,Sneha Singh,Hyderabad,Telangana,Electronics,Headphones,9,66339.07,0.15
ORD01720,2025-08-11,Arjun Gupta,Delhi,Delhi,Stationery,Pen Set,10,37249.46,0.2
ORD01832,2025-01-22,Sneha Patel,Jaipur,Rajasthan,Clothing,Kurta,4,17301.34,0.05
ORD00428,2025-12-21,Rahul Patel,Bhopal,Madhya Pradesh,Clothing,Shoes,1,20074.63,0.05
ORD00582,2025-03-02,Sneha Verma,Bengaluru,Karnataka,Grocery,Biscuits,7,55249.74,0.25
ORD00077,2025-12-25,Rohit Patel,Mumbai,Maharashtra,Stationery,Notebook,10,71094.84,0.15
ORD01917,2025-03-10,Sneha Das,Delhi,Delhi,Grocery,Rice,4,15382.93,0.1
ORD01415,2025-05-22,Amit Singh,Patna,Bihar,Clothing,Jeans,8,66211.21,0.15
ORD00781,2025-09-26,Rahul Yadav,Lucknow,Uttar Pradesh,Electronics,Laptop,2,1144.12,0.0
ORD01920,2025-02-20,Priya Das,Jaipur,Rajasthan,Unknown,Desk,5,36001.09,0.05
ORD01174,2025-05-21,Riya Yadav,Ahmedabad,Gujarat,Clothing,Jacket,9,74277.55,0.0
ORD01320,2025-11-16,Nikhil Sharma,Delhi,Delhi,Electronics,Monitor,7,7999.73,0.25
ORD00938,2025-11-28,Pooja Sharma,Pune,Maharashtra,Grocery,Tea,4,27880.42,0.25
ORD00031,2025-10-12,Arjun Yadav,Patna,Bihar,Stationery,Marker,8,21572.38,0.25
ORD01092,2025-09-13,Manish Patel,Mumbai,Maharashtra,Grocery,Cooking Oil,5,70765.71,0.0
ORD01616,2025-03-27,Kavita Yadav,Ahmedabad,Gujarat,Grocery,Tea,1,24545.27,0.05
ORD01230,2025-01-20,Rohit Verma,Pune,Maharashtra,Grocery,Cooking Oil,4,9254.47,0.15
ORD00975,2025-11-19,Riya Das,Bengaluru,Karnataka,Grocery,Tea,1,25205.29,0.0
ORD01085,2025-04-27,Rahul Sharma,Bengaluru,Karnataka,Grocery,Sugar,9,48363.17,0.1
ORD00515,2025-05-31,Pooja Singh,Kolkata,West Bengal,Grocery,Cooking Oil,5,29990.78,0.1
ORD01551,2025-01-29,Pooja Kumar,Bhopal,Madhya Pradesh,Furniture,Desk,2,31613.05,0.0
ORD01568,2025-08-13,Manish Yadav,Bengaluru,Karnataka,Furniture,Sofa,9,14165.51,0.0
ORD01811,2025-05-10,Neha Gupta,Patna,Unknown,Grocery,Sugar,7,74379.71,0.1
ORD01574,2025-04-15,Vikas Sharma,Pune,Maharashtra,Furniture,Bookshelf,5,6258.05,0.05
ORD00045,2025-07-03,Neha Verma,Mumbai,Maharashtra,Electronics,Headphones,6,67448.87,0.0
ORD01687,2025-07-26,Arjun Patel,Chennai,Tamil Nadu,Electronics,Mobile Phone,1,37442.27,0.1
ORD00169,2025-01-04,Pooja Das,Bengaluru,Karnataka,Furniture,Desk,5,21886.17,0.0
ORD00304,2025-05-21,Unknown,Lucknow,Uttar Pradesh,Grocery,Tea,1,1500.28,0.25
ORD00991,2025-01-04,Neha Yadav,Chennai,Tamil Nadu,Furniture,Office Chair,4,37100.89,0.15
ORD00556,2025-05-29,Priya Yadav,Hyderabad,Telangana,Furniture,Bookshelf,7,16942.17,0.2
ORD01925,2025-02-08,Vikas Kumar,Hyderabad,Telangana,Furniture,Desk,10,39214.07,0.15
ORD00608,2025-04-11,Priya Singh,Bhopal,Madhya Pradesh,Clothing,Jeans,9,32558.35,0.15
ORD01619,2025-05-06,Arjun Yadav,Bengaluru,Karnataka,Electronics,Laptop,4,43425.77,0.15
ORD00758,2025-12-06,Priya Yadav,Bhopal,Madhya Pradesh,Stationery,File Folder,7,32780.46,0.05
ORD00439,2025-05-15,Pooja Yadav,Mumbai,Maharashtra,Clothing,Shoes,6,14197.07,0.0
ORD00583,2025-10-09,Kavita Kumar,Jaipur,Rajasthan,Furniture,Office Chair,4,38248.68,0.1
ORD01519,2025-05-26,Nikhil Verma,Kolkata,West Bengal,Electronics,Mobile Phone,7,42184.47,0.15
ORD00528,2025-01-03,Anjali Yadav,Bengaluru,Karnataka,Grocery,Biscuits,3,12279.43,0.1
ORD00343,2025-04-06,Anjali Patel,Pune,Maharashtra,Clothing,T-Shirt,10,7855.97,0.2
ORD01737,2025-03-16,Amit Gupta,Bhopal,Madhya Pradesh,Furniture,Desk,4,33166.6,0.05
ORD00368,2025-12-27,Rahul Kumar,Patna,Bihar,Stationery,Marker,4,32335.01,0.0
ORD00186,2025-06-08,Suresh Das,Bengaluru,Karnataka,Stationery,Pen Set,10,53235.34,0.0
ORD01117,2025-03-27,Sneha Singh,Pune,Maharashtra,Electronics,Mobile Phone,2,59820.08,0.25
ORD01755,2025-03-30,Neha Yadav,Kolkata,West Bengal,Clothing,T-Shirt,10,42361.51,0.0
ORD01426,2025-10-07,Riya Sharma,Patna,Bihar,Furniture,Office Chair,6,58135.33,0.2
ORD00301,2025-12-09,Amit Kumar,Mumbai,Maharashtra,Grocery,Rice,9,2778.33,0.0
ORD01904,2025-01-18,Anjali Gupta,Jaipur,Rajasthan,Stationery,Marker,4,45369.75,0.15
ORD00833,2025-01-28,Rahul Patel,Chennai,Tamil Nadu,Clothing,Jacket,9,51096.95,0.1
ORD00544,2025-05-03,Amit Kumar,Bengaluru,Karnataka,Clothing,T-Shirt,9,65638.83,0.05
ORD01601,2025-03-08,Rohit Gupta,Patna,Bihar,Stationery,Pen Set,1,58708.28,0.25
ORD00351,2025-10-17,Amit Verma,Kolkata,West Bengal,Stationery,File Folder,8,36780.29,0.0
ORD01933,2025-06-14,Neha Yadav,Bhopal,Madhya Pradesh,Clothing,Jeans,6,53518.42,0.2
ORD01511,2025-04-28,Rohit Singh,Lucknow,Uttar Pradesh,Furniture,Desk,9,29815.59,0.25
ORD00979,2025-08-18,Sneha Das,Jaipur,Rajasthan,Electronics,Keyboard,10,70437.59,0.1
ORD00176,2025-03-20,Manish Sharma,Pune,Maharashtra,Electronics,Mobile Phone,5,14996.07,0.2
ORD00483,2025-03-05,Anjali Kumar,Bhopal,Madhya Pradesh,Furniture,Desk,1,44329.54,0.05
ORD01413,2025-03-17,Amit Gupta,Kolkata,West Bengal,Stationery,Notebook,8,37100.89,0.15
ORD01611,2025-08-03,Nikhil Gupta,Mumbai,Maharashtra,Stationery,Calculator,7,26563.84,0.05
ORD00124,2025-11-21,Sneha Sharma,Pune,Maharashtra,Clothing,Jeans,2,32689.37,0.0
ORD00600,2025-11-14,Anjali Yadav,Ahmedabad,Gujarat,Electronics,Monitor,1,63638.79,0.1
ORD01795,2025-12-04,Manish Patel,Pune,Maharashtra,Furniture,Desk,10,14796.49,0.25
ORD01746,2025-07-22,Neha Yadav,Bhopal,Madhya Pradesh,Electronics,Monitor,6,32454.54,0.05
ORD01379,2025-03-14,Amit Yadav,Hyderabad,Telangana,Electronics,Mobile Phone,3,25078.61,0.15
ORD01186,2025-09-18,Neha Kumar,Delhi,Delhi,Electronics,Laptop,2,36819.08,0.25
ORD00486,2025-09-24,Rohit Singh,Pune,Maharashtra,Electronics,Headphones,7,49709.43,0.25
ORD00332,2025-09-03,Kavita Das,Bhopal,Madhya Pradesh,Stationery,File Folder,2,33817.74,0.2
ORD00789,2025-05-09,Manish Yadav,Jaipur,Rajasthan,Clothing,T-Shirt,1,5700.73,0.2
ORD00195,2025-03-17,Riya Das,Bengaluru,Karnataka,Electronics,Mobile Phone,5,33836.61,0.2
ORD00638,2025-09-04,Arjun Gupta,Chennai,Tamil Nadu,Furniture,Office Chair,9,39189.24,0.1
ORD00472,2025-08-29,Amit Sharma,Chennai,Tamil Nadu,Clothing,Kurta,5,34916.11,0.0
ORD01714,2025-03-05,Suresh Yadav,Hyderabad,Telangana,Grocery,Tea,4,49616.5,0.1
ORD00323,2025-06-04,Rohit Yadav,Ahmedabad,Gujarat,Grocery,Cooking Oil,7,12920.26,0.1
ORD01197,2025-07-24,Pooja Sharma,Delhi,Delhi,Grocery,Biscuits,5,28788.23,0.05
ORD00267,2025-05-17,Anjali Gupta,Chennai,Tamil Nadu,Furniture,Office Chair,5,28922.19,0.15
ORD01544,2025-06-28,Priya Kumar,Bhopal,Madhya Pradesh,Clothing,T-Shirt,9,67507.22,0.25
ORD01804,2025-06-05,Rahul Singh,Ahmedabad,Gujarat,Stationery,File Folder,6,52844.34,0.1
ORD00068,2025-02-01,Neha Das,Delhi,Delhi,Stationery,File Folder,6,40810.18,0.15
ORD01738,2025-10-12,Suresh Verma,Pune,Maharashtra,Electronics,Monitor,8,62885.32,0.15
ORD01593,2025-03-16,Arjun Yadav,Pune,Maharashtra,Furniture,Office Chair,9,7319.3,0.25
ORD01564,2025-01-17,Nikhil Sharma,Delhi,Delhi,Grocery,Cooking Oil,5,16564.56,0.1
ORD00481,2025-08-11,Nikhil Singh,Bengaluru,Karnataka,Clothing,Shoes,9,44828.65,0.1
ORD01757,2025-01-16,Kavita Kumar,Ahmedabad,Gujarat,Furniture,Sofa,3,38172.82,0.15
ORD01913,2025-08-05,Rahul Sharma,Kolkata,West Bengal,Stationery,Notebook,5,32862.76,0.25
ORD01441,2025-04-29,Rahul Kumar,Chennai,Unknown,Furniture,Bookshelf,7,68875.63,0.05
ORD01461,2025-03-07,Neha Singh,Jaipur,Rajasthan,Furniture,Bookshelf,5,19650.68,0.15
ORD00888,2025-09-06,Suresh Gupta,Hyderabad,Telangana,Stationery,Marker,8,50084.11,0.15
ORD00423,2025-08-12,Manish Yadav,Chennai,Tamil Nadu,Clothing,Jacket,3,73195.59,0.25
ORD01675,2025-04-28,Arjun Verma,Mumbai,Maharashtra,Grocery,Biscuits,2,24727.71,0.1
ORD01450,2025-09-11,Amit Das,Bengaluru,Karnataka,Electronics,Laptop,5,64129.42,0.15
ORD00765,2025-09-27,Riya Gupta,Delhi,Delhi,Grocery,Tea,2,10871.04,0.25
ORD00520,2025-01-28,Arjun Kumar,Kolkata,West Bengal,Electronics,Monitor,2,2139.09,0.05
ORD01432,2025-10-07,Sneha Sharma,Lucknow,Uttar Pradesh,Grocery,Sugar,5,30091.67,0.0
ORD00614,2025-08-17,Nikhil Sharma,Bengaluru,Karnataka,Clothing,Jacket,9,36690.16,0.25
ORD01531,2025-04-18,Nikhil Patel,Ahmedabad,Gujarat,Clothing,Kurta,10,19030.14,0.15
ORD01783,2025-04-10,Anjali Yadav,Mumbai,Maharashtra,Clothing,Kurta,2,17086.36,0.25
ORD01659,2025-10-28,Vikas Kumar,Patna,Bihar,Stationery,File Folder,4,21190.66,0.2
ORD00454,2025-09-06,Manish Patel,Ahmedabad,Gujarat,Electronics,Mobile Phone,8,16051.44,0.15
ORD00731,2025-04-14,Nikhil Sharma,Pune,Maharashtra,Grocery,Biscuits,3,8639.29,0.0
ORD00535,2025-04-09,Anjali Sharma,Lucknow,Uttar Pradesh,Grocery,Tea,8,3527.91,0.25
ORD00966,2025-02-12,Vikas Gupta,Bhopal,Madhya Pradesh,Stationery,Pen Set,3,63257.51,0.0
ORD01285,2025-01-15,Neha Gupta,Bengaluru,Karnataka,Electronics,Laptop,2,27361.95,0.1
ORD01740,2025-06-13,Suresh Patel,Bhopal,Madhya Pradesh,Clothing,Jacket,7,27924.58,0.05
ORD00262,2025-11-05,Rahul Patel,Jaipur,Rajasthan,Furniture,Bookshelf,1,942.72,0.2
ORD00536,2025-04-18,Arjun Verma,Delhi,Delhi,Furniture,Table,9,797.96,0.0
ORD00969,2025-08-24,Sneha Das,Patna,Bihar,Stationery,Notebook,1,13087.22,0.15
ORD00241,2025-10-09,Rohit Sharma,Chennai,Tamil Nadu,Grocery,Biscuits,2,29129.57,0.15
ORD00820,2025-04-28,Rahul Das,Ahmedabad,Gujarat,Furniture,Table,3,43464.58,0.2
ORD00693,2025-11-12,Rohit Verma,Mumbai,Maharashtra,Furniture,Office Chair,3,14059.8,0.2
ORD00421,2025-12-27,Nikhil Singh,Chennai,Tamil Nadu,Furniture,Bookshelf,1,1887.99,0.2
ORD01086,2025-12-12,Anjali Gupta,Delhi,Delhi,Clothing,T-Shirt,9,15222.92,0.05
ORD01999,2025-02-06,Riya Gupta,Jaipur,Rajasthan,Electronics,Headphones,10,22034.28,0.2
ORD00366,2025-03-09,Nikhil Gupta,Jaipur,Rajasthan,Stationery,Notebook,7,15373.29,0.25
ORD01023,2025-02-28,Rahul Singh,Kolkata,West Bengal,Electronics,Monitor,6,28805.32,0.0
ORD01241,2025-08-12,Rahul Yadav,Lucknow,Uttar Pradesh,Clothing,Jacket,8,47332.38,0.0
ORD00589,2025-01-08,Sneha Sharma,Kolkata,West Bengal,Clothing,Shoes,7,44059.49,0.2
ORD00737,2025-01-08,Kavita Sharma,Jaipur,Rajasthan,Electronics,Headphones,3,12022.83,0.0
ORD01762,2025-09-30,Suresh Das,Lucknow,Uttar Pradesh,Electronics,Headphones,9,42334.0,0.25
ORD00942,2025-12-10,Anjali Singh,Patna,Bihar,Clothing,Kurta,10,28725.09,0.15
ORD00072,2025-10-16,Arjun Kumar,Mumbai,Maharashtra,Grocery,Sugar,1,68042.93,0.2
ORD01408,2025-02-23,Pooja Kumar,Mumbai,Maharashtra,Grocery,Rice,9,7490.56,0.05
ORD00260,2025-02-15,Arjun Verma,Jaipur,Rajasthan,Furniture,Bookshelf,6,21584.8,0.0
ORD00052,2025-08-12,Kavita Sharma,Patna,Bihar,Electronics,Monitor,7,26090.11,0.1
ORD00199,2025-01-10,Rohit Verma,Bhopal,Madhya Pradesh,Stationery,File Folder,10,642.53,0.0
ORD01789,2025-12-16,Pooja Gupta,Bengaluru,Karnataka,Grocery,Tea,10,68290.52,0.05
ORD00651,2025-04-09,Rahul Kumar,Patna,Bihar,Furniture,Desk,1,15355.41,0.15
ORD00333,2025-12-26,Nikhil Sharma,Lucknow,Uttar Pradesh,Grocery,Tea,9,2998.2,0.1
ORD01360,2025-11-10,Manish Das,Delhi,Delhi,Electronics,Headphones,2,19963.6,0.25
ORD00594,2025-03-01,Rohit Sharma,Chennai,Tamil Nadu,Stationery,File Folder,10,64686.24,0.15
ORD01392,2025-05-25,Riya Sharma,Bengaluru,Karnataka,Electronics,Headphones,1,34175.9,0.05
ORD01801,2025-01-19,Arjun Sharma,Jaipur,Rajasthan,Clothing,Kurta,10,39911.46,0.25
ORD01315,2025-12-14,Kavita Kumar,Ahmedabad,Gujarat,Stationery,Pen Set,6,15929.79,0.05
ORD01112,2025-05-31,Rahul Das,Bengaluru,Karnataka,Furniture,Desk,1,45622.39,0.05
ORD01007,2025-12-13,Suresh Das,Kolkata,West Bengal,Furniture,Sofa,4,33600.77,0.1
ORD01327,2025-03-30,Vikas Patel,Patna,Bihar,Grocery,Tea,3,70469.53,0.15
ORD00427,2025-03-27,Arjun Sharma,Jaipur,Rajasthan,Furniture,Bookshelf,2,18040.2,0.1
ORD01559,2025-05-27,Priya Gupta,Bengaluru,Karnataka,Furniture,Desk,5,4236.81,0.25
ORD01294,2025-10-18,Arjun Yadav,Pune,Maharashtra,Furniture,Table,6,37100.89,0.05
ORD00591,2025-01-03,Rohit Singh,Pune,Maharashtra,Grocery,Cooking Oil,8,69746.11,0.2
ORD01958,2025-04-28,Vikas Gupta,Bengaluru,Karnataka,Furniture,Sofa,5,65357.9,0.05
ORD01977,2025-11-19,Suresh Patel,Mumbai,Maharashtra,Grocery,Biscuits,1,2095.09,0.05
ORD01133,2025-08-06,Priya Verma,Kolkata,West Bengal,Stationery,Marker,3,54195.11,0.05
ORD00986,2025-06-24,Manish Patel,Ahmedabad,Gujarat,Furniture,Office Chair,9,17001.15,0.1
ORD00399,2025-07-21,Sneha Patel,Kolkata,West Bengal,Furniture,Desk,5,19759.07,0.1
ORD01512,2025-01-07,Amit Kumar,Chennai,Tamil Nadu,Clothing,Shoes,4,41583.1,0.05
ORD00437,2025-02-11,Pooja Sharma,Pune,Maharashtra,Electronics,Laptop,4,13019.71,0.1
ORD00193,2025-04-13,Manish Singh,Jaipur,Rajasthan,Clothing,Shoes,9,39677.62,0.05
ORD01436,2025-03-08,Rohit Kumar,Kolkata,West Bengal,Grocery,Sugar,2,66592.02,0.15
ORD00615,2025-03-27,Arjun Patel,Kolkata,West Bengal,Grocery,Biscuits,8,47470.49,0.05
ORD01494,2025-02-08,Anjali Singh,Bengaluru,Karnataka,Electronics,Headphones,2,55884.75,0.05
ORD00577,2025-05-26,Kavita Das,Kolkata,West Bengal,Furniture,Bookshelf,8,57497.95,0.0
ORD00987,2025-11-06,Arjun Sharma,Patna,Bihar,Grocery,Biscuits,3,64042.26,0.2
ORD01433,2025-05-14,Neha Patel,Ahmedabad,Gujarat,Stationery,Marker,1,2662.54,0.15
ORD00707,2025-12-31,Amit Das,Unknown,Tamil Nadu,Grocery,Cooking Oil,3,65194.19,0.05
ORD01259,2025-04-14,Priya Yadav,Patna,Bihar,Electronics,Monitor,6,63990.84,0.0
ORD00142,2025-07-28,Rohit Kumar,Ahmedabad,Gujarat,Furniture,Sofa,2,62568.56,0.2
ORD01358,2025-08-12,Neha Singh,Patna,Bihar,Electronics,Mobile Phone,2,74517.14,0.25
ORD00003,2025-05-23,Manish Kumar,Lucknow,Uttar Pradesh,Furniture,Table,7,16727.94,0.2
ORD01222,2025-04-12,Rahul Verma,Mumbai,Maharashtra,Furniture,Bookshelf,7,684.31,0.25
ORD01870,2025-07-18,Manish Sharma,Ahmedabad,Gujarat,Grocery,Tea,4,14066.19,0.0
ORD01623,2025-01-21,Anjali Das,Jaipur,Rajasthan,Stationery,Notebook,5,60921.76,0.25
ORD00340,2025-03-23,Anjali Das,Chennai,Tamil Nadu,Electronics,Mobile Phone,4,38820.54,0.2
ORD01770,2025-04-16,Nikhil Sharma,Jaipur,Rajasthan,Furniture,Table,10,1415.56,0.15
ORD01537,2025-04-02,Rohit Sharma,Delhi,Delhi,Grocery,Cooking Oil,2,54866.69,0.1
ORD00484,2025-12-05,Rahul Kumar,Kolkata,West Bengal,Clothing,Kurta,10,3881.88,0.0
ORD00266,2025-04-05,Priya Yadav,Kolkata,West Bengal,Grocery,Biscuits,2,30212.29,0.0
ORD00377,2025-11-01,Rahul Kumar,Pune,Maharashtra,Stationery,File Folder,2,18270.86,0.25
ORD00742,2025-12-24,Pooja Sharma,Bhopal,Madhya Pradesh,Grocery,Rice,8,42692.25,0.0
ORD01014,2025-01-23,Vikas Yadav,Bhopal,Madhya Pradesh,Stationery,Notebook,2,41178.41,0.0
ORD00440,2025-12-08,Rahul Sharma,Bengaluru,Karnataka,Furniture,Bookshelf,10,4857.54,0.25
ORD00272,2025-07-05,Rahul Sharma,Pune,Maharashtra,Grocery,Rice,9,33644.41,0.25
ORD00185,2025-12-06,Priya Patel,Bengaluru,Karnataka,Clothing,Kurta,3,25168.81,0.2
ORD00940,2025-01-31,Amit Patel,Bhopal,Madhya Pradesh,Stationery,Calculator,5,5710.91,0.2
ORD00245,2025-09-18,Suresh Yadav,Mumbai,Maharashtra,Stationery,Calculator,5,44630.92,0.2
ORD00932,2025-11-28,Kavita Verma,Kolkata,West Bengal,Grocery,Unknown,1,71121.16,0.2
ORD00446,2025-09-24,Pooja Kumar,Delhi,Delhi,Stationery,Calculator,7,41516.05,0.1
ORD00597,2025-04-04,Sneha Verma,Jaipur,Rajasthan,Clothing,Jacket,4,67100.14,0.1
ORD00818,2025-01-31,Rohit Singh,Bengaluru,Karnataka,Furniture,Bookshelf,3,2649.07,0.2
ORD01273,2025-07-05,Suresh Yadav,Pune,Maharashtra,Clothing,T-Shirt,4,74544.42,0.0
ORD01677,2025-01-14,Pooja Verma,Patna,Bihar,Furniture,Sofa,2,62603.25,0.15
ORD00487,2025-02-24,Pooja Verma,Kolkata,West Bengal,Electronics,Monitor,10,9050.66,0.0
ORD00681,2025-12-02,Amit Sharma,Patna,Bihar,Clothing,Unknown,10,20528.29,0.15
ORD00416,2025-01-29,Manish Verma,Hyderabad,Telangana,Furniture,Bookshelf,9,61267.32,0.25
ORD00274,2025-08-17,Manish Kumar,Delhi,Delhi,Furniture,Table,8,7047.89,0.2
ORD01472,2025-06-18,Neha Patel,Chennai,Tamil Nadu,Clothing,Jeans,10,22156.63,0.1
ORD01830,2025-12-24,Arjun Sharma,Delhi,Delhi,Stationery,Notebook,2,24050.25,0.1
ORD01455,2025-08-28,Sneha Verma,Kolkata,West Bengal,Grocery,Sugar,9,19692.53,0.15
ORD00251,2025-12-06,Pooja Das,Bhopal,Madhya Pradesh,Electronics,Mobile Phone,9,15748.79,0.1
ORD00414,2025-01-16,Nikhil Gupta,Kolkata,West Bengal,Clothing,Jeans,1,24086.1,0.05
ORD01386,2025-08-09,Anjali Verma,Chennai,Tamil Nadu,Stationery,Notebook,4,43424.42,0.25
ORD01308,2025-02-11,Rohit Yadav,Hyderabad,Telangana,Furniture,Office Chair,3,5427.11,0.15
ORD00716,2025-03-04,Sneha Gupta,Delhi,Delhi,Stationery,Calculator,2,22139.25,0.05
ORD00311,2025-04-02,Nikhil Patel,Patna,Bihar,Electronics,Headphones,9,42372.36,0.0
ORD00927,2025-11-05,Sneha Patel,Delhi,Delhi,Furniture,Bookshelf,9,5210.95,0.15
ORD00382,2025-12-15,Arjun Sharma,Mumbai,Maharashtra,Grocery,Biscuits,7,44086.18,0.25
ORD01566,2025-07-03,Riya Kumar,Hyderabad,Telangana,Grocery,Rice,6,52671.3,0.25
ORD00426,2025-04-24,Arjun Sharma,Ahmedabad,Gujarat,Electronics,Mobile Phone,10,24036.71,0.2
ORD01875,2025-05-08,Rahul Sharma,Jaipur,Rajasthan,Grocery,Sugar,5,59676.49,0.25
ORD00533,2025-11-11,Nikhil Verma,Lucknow,Uttar Pradesh,Electronics,Laptop,6,33563.63,0.25
ORD00753,2025-10-23,Pooja Verma,Mumbai,Maharashtra,Furniture,Sofa,9,22039.87,0.2
ORD00766,2025-05-06,Pooja Sharma,Jaipur,Rajasthan,Grocery,Rice,9,66771.18,0.0
ORD01357,2025-02-22,Amit Verma,Bengaluru,Karnataka,Stationery,File Folder,2,63269.9,0.2
ORD00409,2025-03-30,Anjali Verma,Bhopal,Madhya Pradesh,Stationery,File Folder,1,28859.03,0.15
ORD01615,2025-11-09,Kavita Sharma,Kolkata,West Bengal,Stationery,Pen Set,1,46510.98,0.05
ORD00695,2025-03-25,Neha Verma,Bhopal,Madhya Pradesh,Clothing,Jeans,7,36985.56,0.05
ORD01739,2025-07-18,Sneha Gupta,Kolkata,West Bengal,Furniture,Table,10,30121.36,0.2
ORD00549,2025-06-12,Pooja Yadav,Mumbai,Maharashtra,Furniture,Office Chair,5,46558.8,0.05
ORD00937,2025-01-15,Rohit Gupta,Bengaluru,Karnataka,Furniture,Sofa,3,30787.18,0.05
ORD01390,2025-09-13,Nikhil Singh,Jaipur,Rajasthan,Grocery,Biscuits,5,8486.75,0.0
ORD01608,2025-10-17,Vikas Das,Patna,Bihar,Furniture,Table,10,12713.39,0.1
